Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
23221,Aluminosillicates,Si rich,1.093366503,1.323610541,1.096678236,1.179880277,0.987511012,11.68843304,-11.47044369,57294,83.12914968,1.987118088,,,,,5.186303332,2.112489752,9.712290764,0.601380644,,,,,,,,,1.972254738,0.343378051,,,,,,,,,,,,
23222,Aluminosillicates,Si rich,5.725264599,1.194400253,2.69184658,2.69993209,1.182824879,11.73424257,-11.46606881,55872,78.77430916,1.107488293,,,1.495730691,0.304890447,1.002953202,1.114227902,14.53441679,0.490040705,,,,,,,,,1.775945537,0.192198239,,,,,,,2.416641824,0.293619512,,,,
23223,Sillica mixtures ,,0.974090158,1.456861921,0.986960059,1.113665169,1.128036698,11.64907173,-11.46295457,55052,86.44320369,1.003832463,,,2.52078101,0.636925269,,,6.577350199,0.523104426,,,,,,,,,1.99834872,0.349873491,,,,,,,2.46032849,0.545694353,,,,
23224,Aluminosillicates,Si rich,3.220461337,1.359513976,1.892475884,2.024949068,1.138027971,11.69699973,-11.45970095,57800,81.39535189,1.735901274,,,1.751779392,0.464231521,3.502006829,1.803067513,8.370101452,0.497308187,,,,,,,,,1.505025569,0.274603325,,,,,,,3.475733846,0.451654894,,,,
23225,Aluminosillicates,Si rich,1.312039804,1.196614339,1.268948647,1.292494086,1.00052842,11.72674402,-11.45791484,53238,81.43655062,2.124076337,4.424868897,0.855897181,,,3.128807247,2.210956439,9.457790852,0.594006013,,,,,,,,,1.551976521,0.321599143,,,,,,,,,,,,
23226,Aluminosillicates,Si rich,1.351798586,1.374368398,1.196376258,1.311931178,1.008905661,11.70938841,-11.45373994,57268,81.87064528,1.634428836,2.797267027,0.707844738,,,3.443113342,1.62431784,10.22322178,0.513928104,,,,,,,0.950576458,0.251575978,0.715173455,0.230605318,,,,,,,,,,,,
23227,Aluminosillicates,Si rich,7.971635779,1.614315663,2.627417437,3.185875376,1.153756707,11.64932559,-11.45407109,56539,75.64390302,1.244413108,3.046447784,0.49389312,0.975964125,0.297141774,2.982553095,1.233273838,11.87993586,0.444303453,,,,,,,0.518205063,0.167346408,1.441884786,0.17896106,,,,,,,3.51110734,0.310013187,,,,
23252,Aluminosillicates,Si rich,2.524682653,1.966570155,1.428431276,1.792909867,1.391053565,10.98333152,-11.36451012,58937,81.58254623,1.622817107,2.437486686,0.632810965,,,4.270214215,1.654012688,9.301952273,0.476912269,,,,,,,,,2.407796308,0.270708231,,,,,,,,,,,,
23253,Sillica mixtures ,,3.001788036,1.775354031,1.658279639,1.954992387,1.266018233,11.02279812,-11.3607193,56423,86.55878305,0.740620028,,,,,0,1.684253477,7.645524293,0.445300573,,,,,,,,,0.954042003,0.245869998,2.564093284,0.318913069,,,,,2.27755215,0.409947056,,,,
23254,Aluminosillicates,Si rich,2.007818488,1.181815596,1.550937235,1.598885205,0.98069513,10.99177283,-11.3587026,59695,79.97990251,1.439266931,3.951030597,0.596548291,,,2.106517553,1.468914468,11.80999279,0.4919881,,,,,,,,,0.805639103,0.198662747,,,,,,,1.346912235,0.29557026,,,,
23255,Aluminosillicates,Si rich,6.56019902,2.307417471,2.049451091,2.890104637,1.575380133,11.07480333,-11.35378689,59049,79.34006453,1.087966375,,,2.500110865,0.280135334,2.136616968,1.07914675,9.265074879,0.361291971,,,,,,,,,2.523562685,0.188079791,0.520977844,0.153692835,,,,,3.713596612,0.288597913,,,,
23256,Aluminosillicates,Si rich,4.532501141,1.208615287,2.34768272,2.402282184,1.316037382,10.95438498,-11.35106624,59056,77.70159245,1.480916515,3.068010509,0.586641021,1.187590696,0.368573517,4.342505708,1.477263123,9.267348796,0.447907858,,,,,,,,,1.773396693,0.23124693,,,,,,,2.659547888,0.344192469,,,,
23257,Aluminosillicates,Si rich,0.993969548,1.406979008,0.986960059,1.124971704,0.97762748,11.03840823,-11.34798033,55193,84.54908133,2.841225639,,,,,1.998725347,3.065560572,8.765004575,0.759782782,,,,,,,,,,,,,,,,,4.687204212,0.789564848,,,,
23258,Aluminosillicates,Si rich,6.798751712,1.441214602,2.599407776,2.942182784,1.125378541,10.96706771,-11.34891116,52715,74.31228161,1.073390711,2.464633435,0.39859307,,,2.740820311,0.96180262,10.80738828,0.395539356,,,,,,,0.819943566,0.134855311,2.593229525,0.175744889,1.294616889,0.15727696,,,,,4.96708639,0.307445345,,,,
23259,Aluminosillicates,Si rich,1.550592496,1.785954065,1.096678236,1.405089208,1.15276912,10.97242056,-11.34734327,58515,79.10682559,1.615059562,,,3.490511328,0.497813383,3.084431775,1.660144143,7.750074565,0.472975569,,,,,,,,,2.510469593,0.299395714,,,,,,,4.057683796,0.452858908,,,,
23260,Aluminosillicates,Si rich,4.51262175,1.197460324,2.381230758,2.397008232,1.119176281,10.9800235,-11.34393532,52926,75.66671371,1.357144397,2.560302615,0.504059717,2.745257132,0.362085807,3.309300169,1.374134701,11.26171798,0.458774948,,,,,,,0.870961417,0.189314189,1.019631885,0.179562601,,,,,,,2.566114254,0.308856787,,,,
23261,Aluminosillicates,Si rich,5.983696682,1.182337504,2.791544601,2.760195507,1.266734423,11.06630845,-11.34267518,57275,79.44213748,1.141127385,,,1.248711254,0.281337323,2.557012439,1.131118368,7.776679099,0.343150017,,,,,,,,,1.656022109,0.171235821,1.755429246,0.198935554,,,,,5.5640053,0.345253083,,,,
23262,Aluminosillicates,Si rich,3.558410984,1.214051601,2.093658451,2.128546354,1.152211778,10.98847686,-11.34193463,60110,78.07322145,1.34036541,3.638190031,0.520214066,,,3.683112562,1.37738511,11.33088171,0.447668927,,,,,,,,,2.152151614,0.218194257,,,,,,,1.122445799,0.274284324,,,,
23263,Sillica mixtures ,,0.993969548,1.491465341,0.986960059,1.124971704,1.200618792,10.97649062,-11.34140859,52876,91.3354516,0.757357292,,,,,0,3.468227014,8.664542437,0.757357106,,,,,,,,,,,,,,,,,,,,,,
23264,Aluminosillicates,Si rich,8.150550298,1.751264599,2.621056716,3.221428713,1.364084826,10.95788125,-11.34203149,52422,74.13146496,1.116362307,3.211504966,0.410208805,,,5.108354241,1.045669056,8.980686218,0.35620688,,,,,,,,,1.123568509,0.146325026,2.729934454,0.20482908,,,,,4.714497924,0.302444119,,,,
23316,Aluminosillicates,Si rich,2.365647525,1.346191132,1.595168343,1.735521817,1.104644291,11.15830892,-11.36450871,53254,82.76988268,1.932706125,,,,,4.042084143,2.030509152,9.123628587,0.570178125,,,,,,,,,1.583069377,0.318669411,,,,,,,2.48133596,0.502481218,,,,
23317,Sillica mixtures ,,1.172884067,1.230396133,1.196376258,1.222032068,1.034588466,11.20920002,-11.36195068,56243,86.97971106,0.888562296,,,,,,,7.88552165,0.577779254,,,,,,,,,2.047085948,0.389087433,,,,,,,3.087683395,0.568718044,,,,
23318,Aluminosillicates,Si rich,3.876481239,1.201839215,2.114914412,2.221641107,1.002694851,11.1691507,-11.35982156,55421,80.84074855,1.23606585,,,,,2.433206141,1.241391711,7.881829143,0.384925492,,,,,,,,,1.553410105,0.197131257,0.752528338,0.192846521,,,,,6.538273394,0.420906302,,,,
23319,Sillica mixtures ,,0.934331376,1.456861921,0.986960059,1.090700534,1.059425088,11.14433225,-11.35877217,58423,86.83328032,1.010618825,,,,,,,8.482648432,0.690299459,,,,,,,,,,,,,,,,,4.684075713,0.771901198,,,,
23320,Aluminosillicates,Si rich,3.677687329,1.652158339,1.79415901,2.163926279,1.209906888,11.10019948,-11.35834791,56407,75.30189753,1.301339827,2.967562713,0.487645809,0.870342646,0.288253301,5.348199233,1.315264031,10.83205938,0.4256933,,,,,,,,,2.790398709,0.214847852,,,,,,,1.889540441,0.268943375,,,,
23321,Aluminosillicates,Si rich,7.554168568,1.304945106,3.042543536,3.101332963,1.621355689,11.14827695,-11.35777272,60739,77.22153068,1.270505786,1.64828971,0.484010763,2.675519139,0.32527165,2.53688097,1.282052044,10.29005572,0.407486921,,,,,,,,,1.925903745,0.201591291,,,,,,,3.701823205,0.319362269,,,,
23322,Aluminosillicates,Si rich,2.584320826,1.199197623,1.794564386,1.813962368,1.107723021,11.18986515,-11.3560901,58946,80.31231165,1.512941439,3.487149999,0.6058231,,,2.816544473,1.480815001,7.459868491,0.416666875,,,,,,,,,1.101624686,0.206882763,1.898104511,0.263267336,,,,,2.924388275,0.365748024,,,,
23323,Aluminosillicates,Si rich,6.798751712,1.264906513,2.819885882,2.942182784,1.097056644,11.10103205,-11.35411542,60159,71.75069451,1.116662007,2.434768714,0.380809419,1.353849936,0.242448878,3.442844376,0.991979335,10.5765976,0.375435851,,,,,,,,,2.69242283,0.178464479,1.176840067,0.158249005,,,,,5.051001534,0.303649972,,,,
23324,No Classification,,0.795175639,1.220518214,0.986960059,1.006205281,0.992241195,11.18857656,-11.3498904,56187,78.45648527,1.097226236,,,8.308510482,0.761662005,,,6.369306892,0.530238636,,,,,,,,,,,,,,,,,6.865693629,0.648686849,,,,
23325,Aluminosillicates,Si rich,7.494530396,2.080288382,2.515886914,3.089066602,1.882005925,11.17108711,-11.34797184,56029,79.3905735,1.159318816,,,,,2.521228418,1.205253601,13.18953931,0.461842492,,,,,,,1.005334593,0.178401766,0.662385486,0.169900095,,,,,,,3.230935708,0.319822133,,,,
23326,Aluminosillicates,Si rich,5.824661554,2.253593963,2.128051102,2.723268152,1.560034398,11.08154681,-11.34529443,53418,72.97258973,1.072638668,2.268269844,0.350575242,0.768969906,0.20604101,7.585440576,1.079872716,11.70814931,0.377599592,,,,,,,,,3.797414154,0.196104683,,,,,,,0.899174996,0.183856953,,,,
23327,Aluminosillicates,Si rich,2.365647525,1.213309663,1.691931529,1.735521817,1.03296556,11.20081935,-11.34237891,60554,81.42365813,1.456174534,,,,,6.40918687,1.537329704,8.728511631,0.432035839,,,,,,,,,3.438632935,0.275775301,,,,,,,,,,,,
23328,Metallic Fe,,1.789145187,1.313195434,1.395772301,1.509307922,1.032351588,11.16866478,-11.3399428,60349,69.63606477,0.948303752,,,,,,,1.181419101,0.241263839,,,,,,,,,,,5.765413493,0.32983874,,,,,23.4171018,0.79002101,,,,
23370,Aluminosillicates,Si rich,1.64998945,1.64147551,1.196376258,1.44942465,1.083325197,11.22300497,-11.36316401,56186,85.52074432,2.137357928,,,,,2.970748395,2.248496749,7.472447306,0.548524922,,,,,,,,,1.712839678,0.337315071,,,,,,,2.323218808,0.499953376,,,,
23371,Sillica mixtures ,,0.914451985,1.185306596,1.096678236,1.079034952,1.034924934,11.21200435,-11.36221187,54900,87.46587038,1.0637803,,,,,,,7.419709861,0.669483142,,,,,,,,,2.711037919,0.483108684,,,,,,,2.403375134,0.704486063,,,,
23372,Aluminosillicates,Si rich,2.027697879,2.157825698,1.127954353,1.606780982,1.191060582,11.27981512,-11.35974127,60519,81.01180196,1.53289875,2.462358214,0.618135044,1.240313426,0.387915294,1.856117696,1.466989331,7.623802871,0.421934854,,,,,,,,,1.481691841,0.229474367,0.819683354,0.226910203,,,,,3.504223004,0.385799771,,,,
23373,Aluminosillicates,Si rich,0.874693203,1.396738467,0.957648507,1.055317002,1.061710784,11.33324589,-11.35773918,57925,83.32479596,2.297302708,,,,,2.263991907,2.407726087,4.878759384,0.543240597,,,,,,,,,,,1.808271371,0.441690255,,,,,7.724174112,0.766353775,,,,
23374,Sillica mixtures ,,0.914451985,1.334143141,0.996980215,1.079034952,1.015549445,11.33113054,-11.35760488,58685,82.64325857,2.317933552,,,2.760754712,0.665217591,0.903889909,2.447569929,9.18392688,0.651586195,,,,,,,,,1.661189459,0.389824761,,,,,,,2.84698382,0.592131075,,,,
23375,Sillica,,1.948180315,1.264906513,1.495470322,1.574960386,1.102720816,11.30024937,-11.35657469,57043,83.2130909,0.572259212,,,,,,,16.7869091,0.572259212,,,,,,,,,,,,,,,,,,,,,,
23376,Aluminosillicates,Si rich,6.381284501,1.569742496,2.484292712,2.850421683,1.273434539,11.31462224,-11.35385028,61909,72.76951671,1.100433432,3.80220823,0.394546287,,,8.255556971,1.121145301,11.93248108,0.397011871,,,,,,,,,3.240242973,0.193367433,,,,,,,,,,,,
23377,Aluminosillicates,Si rich,0.954210767,1.185306596,1.096678236,1.10224266,1.037353732,11.3337929,-11.35237963,54464,89.30709958,2.822993509,,,,,3.048744984,2.968357317,7.644143701,0.717692915,,,,,,,,,,,,,,,,,,,,,,
23378,Metallic Fe,,3.618049156,1.798796435,1.691931529,2.146309218,1.158078273,11.22720219,-11.35285809,60819,67.17602611,1.085994393,,,,,0.185396674,1.033747662,1.680049114,0.197485718,,,,,,,,,,,5.503198132,0.273532816,,,,,25.45532882,0.748323277,,,,
23379,Sillica mixtures ,,0.874693203,1.699672241,0.845965765,1.055317002,1.061710784,11.23424786,-11.35156683,54158,88.17978501,1.225644071,,,2.594346367,0.846593454,,,5.558196828,0.63300021,,,,,,,,,,,,,,,,,3.667667508,0.746313622,,,,
23380,Aluminosillicates,Si rich,27.47331832,1.665473029,4.885203052,5.914398981,1.323670467,11.28908677,-11.3489963,60643,68.31275225,0.917365681,2.753128298,0.291371299,0.872358121,0.159659213,4.783734679,0.799816661,16.29028022,0.429632887,,,,,,,0.676773675,0.100676424,1.788972691,0.12521873,0.433034357,0.103677076,,,,,4.088970646,0.227539893,,,,
23381,Aluminosillicates,Si rich,3.140943773,1.39132374,1.81278696,1.999793444,1.07045051,11.30653338,-11.33737947,58464,78.77205014,1.293226704,3.602097183,0.505948719,,,4.427070916,1.319630723,9.827160835,0.401366223,,,,,,,,,1.904945821,0.19578014,,,,,,,1.466682833,0.248312647,,,,
23382,Sillica mixtures ,,2.564441435,1.964549471,1.409942941,1.806972121,1.292655891,11.21418168,-11.33738986,58857,83.32024813,1.506199967,,,,,0.965518225,1.543868985,6.421067566,0.412483141,,,,,,,,,1.511481218,0.235736207,0.861566607,0.246373401,,,,,6.920122355,0.516421255,,,,
23449,Mainly O,,0.854813812,1.277748533,0.986960059,1.04325584,0.969491918,11.3809217,-11.36182563,54533,92.88681149,1.151432749,,,,,,,4.832907394,0.909531675,,,,,,,,,2.280280925,0.730768731,,,,,,,,,,,,
23450,Metallic Fe,,0.854813812,1.547597952,0.897282193,1.04325584,1.037168892,11.3678035,-11.36003423,53930,84.00524855,1.138839219,,,,,,,3.30263637,0.635272404,,,,,,,,,,,,,,,,,12.69211769,0.978533365,,,,
23451,Aluminosillicates,Si rich,3.498772811,1.317074522,1.973920117,2.110634004,1.086186098,11.45450964,-11.35820877,59336,76.31601691,1.064971834,2.600315772,0.405267626,,,3.29320319,0.97799208,12.22522482,0.42511439,,,,,,,0.823509693,0.139757537,1.037073135,0.144491356,0.553817488,0.143663224,,,,,3.150829673,0.26439582,,,,
23452,Aluminosillicates,Si rich,10.93366503,1.159997281,3.744156958,3.731109043,1.321648637,11.4055813,-11.35723572,59174,71.7630744,1.048469078,1.681428216,0.355476886,2.621474676,0.262536178,5.442045256,1.036585774,11.78812981,0.382194924,,,,,,,,,3.911328688,0.202982128,,,,,,,2.792526595,0.240658899,,,,
23453,Sillica mixtures ,,0.81505503,1.355256978,0.986960059,1.018705205,1.34814142,11.42262679,-11.35252892,59433,85.3636384,2.520988509,,,2.356091887,0.698991818,0.71678292,2.627952397,6.762322783,0.613852497,,,,,,,,,1.63334813,0.405213516,,,,,,,3.167817742,0.62126983,,,,
23454,Aluminosillicates,Si rich,1.610230669,1.405451681,1.268948647,1.431855217,1.044019634,11.43164592,-11.35109041,55147,84.08973813,2.010837384,,,,,1.1744502,2.142434195,8.967805654,0.577484164,,,,,,,,,1.60658285,0.334741408,,,,,,,4.161425307,0.562059879,,,,
23455,Aluminosillicates,Si rich,5.685505817,1.569327781,2.193356472,2.690540994,1.103511256,11.41867674,-11.35183645,53062,75.55840015,1.089386549,1.732922532,0.394384656,1.989185251,0.262813293,1.959431358,1.024410687,9.239213169,0.351457857,,,,,,,,,2.632226236,0.178115733,1.1476391,0.152512011,,,,,5.740975589,0.318676326,,,,
23456,Sillica mixtures ,,1.451195541,1.266852777,1.268948647,1.359308482,0.990752249,11.46223483,-11.34887865,56412,80.92250824,1.882874407,2.238320746,0.73813824,2.844778448,0.510346983,0.334596797,1.915751956,8.900623024,0.515658734,,,,,,,,,2.31957715,0.301069813,,,,,,,2.439595573,0.43774182,,,,
23457,No Classification,,2.584320826,1.363142872,1.73379658,1.813962368,1.149003965,11.42698509,-11.34856726,55570,70.019871,0.860401522,,,8.149522543,0.505917892,,,7.980141789,0.388040137,,,,,,,,,,,,,,,,,13.8504684,0.569616212,,,,
23458,Aluminosillicates,Si rich,2.604200217,1.238838848,1.691931529,1.820925781,1.019583754,11.38158427,-11.34842901,56938,81.9013536,1.505762525,,,,,2.073490806,1.546422858,8.49442035,0.464701606,,,,,,,,,1.780636609,0.243685278,0.900466181,0.254303636,,,,,4.849630222,0.42967475,,,,
23459,Sillica mixtures ,,0.81505503,1.220518214,0.986960059,1.018705205,0.96804019,11.47054318,-11.34560946,57748,79.44962382,0.958534703,,,1.986892894,0.511999195,,,8.562873304,0.49110665,,,,,,,,,1.94058083,0.303104217,,,,,,,8.060032129,0.589557132,,,,
23460,Aluminosillicates,Si rich,0.974090158,1.355256978,0.986960059,1.113665169,0.997579061,11.43584537,-11.34148946,59786,82.5340271,2.233921364,5.285282433,0.986472797,,,2.987235785,2.296498604,9.193451703,0.626258971,,,,,,,,,,,,,,,,,,,,,,
23461,Aluminosillicates,Si rich,3.558410984,1.293532355,1.973920117,2.128546354,1.067981862,11.38452281,-11.34136995,54958,80.50382733,1.312839892,,,,,1.642562263,1.342720166,5.310821533,0.334355352,,,,,,,,,0.912099797,0.183204771,0.656706374,0.203554728,,,,,10.973984,0.544213457,,,,
23522,False Si ,,1.64998945,1.414210468,1.296074279,1.44942465,1.083325197,11.49415061,-11.36413464,59630,91.48450494,0.736852875,,,,,,,8.515495807,0.736852782,,,,,,,,,,,,,,,,,,,,,,
23523,Aluminosillicates,Si rich,2.643958999,1.802758823,1.409942941,1.834773324,1.157072496,11.5310878,-11.36303074,58635,79.67553735,1.671094447,4.028905556,0.71708709,,,4.702245444,1.723688841,11.59330755,0.553110661,,,,,,,,,,,,,,,,,,,,,,
23524,Aluminosillicates,Si rich,4.015636976,1.259984639,2.152453207,2.261165141,1.131411086,11.53784701,-11.36033043,54533,81.17628694,1.363971736,,,,,2.625989914,1.438532956,10.01893505,0.451482972,,,,,,,,,2.699627355,0.247049634,,,,,,,3.479162231,0.360178342,,,,
23525,Aluminosillicates,Si rich,2.902391082,1.375903865,1.789609579,1.922352491,1.076215886,11.55123471,-11.35817313,55060,77.87601948,1.2967146,,,2.03966964,0.330631458,3.566435724,1.274908613,9.136281163,0.421379181,,,,,,,,,2.119897865,0.21151891,1.110601798,0.207213569,,,,,4.15109396,0.361293391,,,,
23526,Aluminosillicates,Si rich,1.709627623,1.637124559,1.196376258,1.475386558,1.08036794,11.53656602,-11.35652763,60080,81.35032058,1.901228726,3.702322394,0.816014316,,,4.390410334,1.924185269,9.317476302,0.548053673,,,,,,,,,1.239475049,0.293097552,,,,,,,,,,,,
23527,Aluminosillicates,Si rich,1.391557368,1.242255518,1.268948647,1.331084471,0.980079785,11.49539188,-11.35538903,57874,81.0934484,1.518347953,3.905979544,0.659713987,,,3.862731904,1.531807054,9.820135683,0.473039551,,,,,,,1.317709498,0.235675345,,,,,,,,,,,,,,
23528,Aluminosillicates,Si rich,1.053607721,1.491465341,0.986960059,1.158229259,1.024775579,11.51117646,-11.35322413,56463,83.51822495,2.414511703,,,,,1.90842133,2.584121376,7.93017894,0.652136793,,,,,,,,,1.82852596,0.415574759,,,,,,,4.814646766,0.668394705,,,,
23529,Metallic Fe,,3.637928547,1.598530563,1.775033454,2.152197595,1.147489091,11.5730722,-11.35288717,60535,64.88754749,0.938278716,,,,,,,1.084492542,0.180196494,,,,,,,,,,,7.342106104,0.308697042,,,,,25.61107576,0.735110883,1.074780617,0.316780549,,
23530,Aluminosillicates,Si rich,6.36140511,1.266300277,2.838686701,2.845978311,1.345897942,11.47719299,-11.35206276,53259,75.46755075,1.402253099,3.43349427,0.539699988,,,3.993295133,1.342496648,11.11029834,0.45902608,,,,,,,,,1.498150174,0.199493463,,,,,,,2.055536956,0.305196107,,,,
23531,Aluminosillicates,Si rich,6.878269275,1.53416822,2.587910391,2.959338514,1.353342452,11.58265084,-11.35003695,57989,77.06072927,1.133065484,2.301134542,0.405345159,1.872364618,0.268666563,3.0168809,1.099997107,9.530042857,0.361146266,,,,,,,,,2.145859599,0.176283659,0.472253235,0.148910191,,,,,3.600737825,0.282606948,,,,
23532,Aluminosillicates,Si rich,16.18182425,1.513113439,4.036830828,4.539090056,1.257728357,11.58674277,-11.35101096,59265,66.94116592,0.991651043,2.015926503,0.290404726,2.85573639,0.217939401,4.959730431,0.854472723,13.37273568,0.394021394,,,,,,,0.281354832,0.0913108,3.442144394,0.166840968,0.694683893,0.117175211,,,,,5.436510593,0.268351194,,,,
23533,Aluminosillicates,Si rich,3.0813056,1.476617424,1.691931529,1.980717077,1.065037889,11.53273464,-11.34878503,53410,77.70186663,1.374600828,2.38463413,0.523719937,1.997052692,0.349485595,2.566682361,1.312252507,8.821300417,0.419265777,,,,,,,,,2.168368734,0.217662659,0.646629138,0.199261098,,,,,3.713462129,0.354507682,,,,
23534,Aluminosillicates,Si rich,11.4505292,1.322797137,3.595413335,3.818280579,1.177957669,11.51426538,-11.34912549,61987,73.9931345,1.017339062,3.286740929,0.34459033,,,6.762911379,1.046884619,10.97737402,0.340299495,,,,,0.394444726,0.119496323,,,3.379523009,0.176429213,,,,,,,1.205880381,0.17621041,,,,
23597,Aluminosillicates,Si rich,2.206612398,1.392034319,1.495470322,1.676170088,1.03314626,11.70521291,-11.36387753,60688,81.84406757,1.195882726,,,1.949930005,0.326217595,1.532237604,1.174825802,6.901498884,0.344531098,,,,,,,,,2.260814793,0.205031852,1.571591571,0.212932262,,,,,3.939846158,0.336101674,,,,
23598,Sillica mixtures ,,1.093366503,1.491465341,0.986960059,1.179880277,0.987511012,11.60750257,-11.3636229,54369,88.78977299,1.042685006,,,,,,,7.532267272,0.717064133,,,,,,,,,,,,,,,,,3.677958623,0.795832183,,,,
23599,Aluminosillicates,Si rich,1.351798586,1.38121185,1.233384666,1.311931178,1.103148982,11.66853137,-11.35666192,53106,84.86799598,2.401198633,,,,,5.313104391,2.527896874,8.549027145,0.666251127,,,,,,,,,1.269867364,0.414838549,,,,,,,,,,,,
23600,Metallic Fe,,1.172884067,1.294066292,1.173388223,1.222032068,1.137182086,11.66483295,-11.346381,59434,77.7954936,1.180470549,,,,,,,,,,,,,,,,,,,4.146232828,0.511172647,,,,,18.05827171,1.032713149,,,,
23601,False Si ,,0.775296248,1.699672241,0.845965765,0.993548107,1.276743055,11.65959566,-11.33991181,53316,94.05575991,1.249651704,,,,,,,5.944237486,1.249651797,,,,,,,,,,,,,,,,,,,,,,
23602,Sillica mixtures ,,10.51619782,1.307696151,3.383863058,3.659185555,1.146481335,11.6621322,-11.33948079,58922,71.14047408,0.845976733,,,5.595475063,0.26248307,0.267971959,0.72668572,11.83151007,0.341236801,,,,,,,,,5.787625164,0.210153498,0.524487533,0.108665205,,,,,4.852463305,0.248132786,,,,
23603,Aluminosillicates,Si rich,3.995757585,1.656577507,1.940834173,2.255561253,1.278542024,11.63857913,-11.33729944,52325,79.96511459,1.400532387,3.37174274,0.535897072,,,4.940956086,1.43101057,9.236162156,0.420108577,,,,,,,,,2.486023307,0.226837071,,,,,,,,,,,,
23604,Sillica mixtures ,,2.962029254,1.431722429,1.894262408,1.94200226,1.35416549,11.61234316,-11.33385763,59512,78.35429311,0.733370241,,,2.430072613,0.361770671,,,9.727870673,0.391317252,,,,,,,,,3.517942876,0.245191529,,,,,,,5.969819427,0.402223039,,,,
23605,Aluminosillicates,Si rich,1.809024578,1.648860109,1.271199719,1.517669803,1.102704289,11.72878556,-11.32770818,57810,80.27042747,1.644815505,3.991916031,0.669271639,,,3.115078993,1.681113057,10.53886116,0.508985948,,,,,,,,,0.88200625,0.231925398,,,,,,,1.20171383,0.341148884,,,,
23606,Aluminosillicates,Si rich,4.949968351,1.372499661,2.568054866,2.510477136,1.506800692,11.62726572,-11.32661964,60415,76.58416033,1.276066992,3.966843337,0.504700188,,,5.65162003,1.297781244,11.4572823,0.437245471,,,,,,,,,1.618968509,0.192081812,,,,,,,0.721143791,0.234665698,,,,
23607,Aluminosillicates,Si rich,21.90708885,1.342930776,5.354487445,5.281379728,1.442002215,11.71466612,-11.32140811,57833,66.59991145,0.988890789,2.179869264,0.289219315,1.867443137,0.198394922,4.553472623,0.83169546,13.10844868,0.387876295,,,,,,,0.350290048,0.097239099,3.412073851,0.166424923,1.464892086,0.135988963,,,,,6.463592499,0.291256886,,,,
23608,Aluminosillicates,Si rich,5.864420336,1.890853725,2.208160471,2.732546775,1.394578664,11.60919577,-11.3194861,59220,73.73898029,1.126656868,2.141010202,0.373494206,,,8.735306561,1.134281512,10.52430794,0.379605684,,,,,,,,,3.592070937,0.205695606,,,,,,,1.26832081,0.203876942,,,,
23609,Aluminosillicates,Si rich,6.341525719,1.41731208,2.643245971,2.84152799,1.258258185,11.72367185,-11.3157398,54661,80.97555637,1.250046026,,,,,4.980244488,1.263056044,8.362793922,0.390231633,,,,,,,,,0.965854526,0.178106735,0.980460085,0.194485462,,,,,3.735085949,0.328473281,,,,
23626,Aluminosillicates,Si rich,3.021667427,1.329180989,1.803292413,1.961455189,1.097056644,11.07847998,-11.24433083,56043,75.99758506,1.616232283,,,5.807704106,0.537805492,1.483976655,1.731625013,8.65920037,0.486000767,,,,,,,,,0.902615767,0.243347138,,,,,,,7.148914039,0.540130679,,,,
23627,Aluminosillicates,Si rich,12.58365448,1.600877873,3.666401959,4.002749868,2.004655129,11.0134623,-11.2383329,54765,75.01579523,1.412328985,1.972636022,0.544755114,1.497009117,0.354646379,3.704072535,1.429637149,10.48627347,0.452431105,,,,,,,,,1.267157588,0.205514464,,,,,,,6.057055295,0.422036508,,,,
23628,Aluminosillicates,Si rich,21.03239565,1.419222495,4.753983714,5.17486984,1.372980177,10.98469559,-11.23715502,61556,73.76083136,1.058810297,1.55549068,0.33470972,1.447893586,0.21907792,5.741813779,1.014255546,10.97971052,0.371116796,,,,,,,,,3.581019491,0.1908798,0.481492234,0.127668201,,,,,2.45175045,0.225239457,,,,
23629,Aluminosillicates,Si rich,2.107215443,1.195705053,1.550937235,1.637983526,1.037576335,11.05969837,-11.23508463,60647,81.30859137,1.5489446,,,,,5.200138316,1.632168517,8.459273726,0.443501538,,,,,,,,,3.410864994,0.281774416,,,,,,,1.621130109,0.348809361,,,,
23630,Aluminosillicates,Si rich,3.28009951,1.707056147,1.595168343,2.043612587,1.143269284,11.06871884,-11.2340691,56530,77.21896768,1.449205354,4.771837965,0.593737466,,,5.790784582,1.486511901,10.77609286,0.478582177,,,,,,,,,1.442319434,0.221479987,,,,,,,,,,,,
23631,Aluminosillicates,Si rich,1.729507014,1.299997155,1.409942941,1.483939596,1.088382234,10.95605782,-11.23216986,54362,80.78494668,1.714830473,,,,,2.016212605,1.829940267,10.39320976,0.559464237,,,,,,,,,1.916654035,0.297356094,,,,,,,4.888987169,0.514583429,,,,
